지역구,어린이집명,주소
성동구,세림 어린이집,"서울특별시 성동구 마장로42길 14 6동 104호(마장동, 세림아파트)"
관악구,조원어린이집,서울특별시 관악구 조원로12길 20 (신림동)  [조원동]
노원구,꼬마성어린이집,"서울특별시 노원구 초안산로1길 18 214동 102호(월계동, 월계주공2단지아파트)"
성북구,래미안어린이집,서울특별시 성북구 길음로9길 40 삼성래미안1차아파트 (길음동)
노원구,꿈쟁이어린이집,"서울특별시 노원구 동일로214길 21 411동 106호(상계동, 주공아파트)"
서초구,서초아름어린이집,서울특별시 서초구 반포대로13길 32 (서초동)
은평구,구립 보듬손어린이집,서울특별시 은평구 통일로78길 16 (불광동)
동작구,해오름어린이집,"서울특별시 동작구 상도로 421 108동 103호(상도동, 관악현대아파트)"
송파구,예랑어린이집,서울특별시 송파구 백제고분로36가길 21 (석촌동)
노원구,미소어린이집,"서울특별시 노원구 공릉로42길 13-14 101동 108호(공릉동, 신성미소지움)"
은평구,영재키즈어린이집,"서울특별시 은평구 은평터널로 60 102동 101호(수색동, 진흥엣세벨)"
도봉구,라라어린이집,"서울특별시 도봉구 해등로 113 105동 108호(창동, 주공1단지아파트)"
강북구,미아한올어린이집,서울특별시 강북구 도봉로59길 42 (미아동)
마포구,캐비스쿨예랑어린이집,"서울특별시 마포구 월드컵북로 260 30동 101호(성산동, 성산시영)"
은평구,딸기어린이집,서울특별시 은평구 진흥로1길 50 딩크아파트 101호 (역촌동)
영등포구,금융감독원어린이집,서울특별시 영등포구 여의대로 38 금융감독원어린이집 (여의도동)
동작구,로뎀어린이집,"서울특별시 동작구 양녕로26길 11 A동 102호(상도동, 약수맨션아파트)"
금천구,멜로디 어린이집,"서울특별시 금천구 독산로50길 89 102동 104호(시흥동, 삼익아파트)"
송파구,토마토어린이집,서울 송파구 가락1동 시영아파트 가락아파트 97동 104호
도봉구,에코빌i어린이집,"서울특별시 도봉구 도봉로180길 6-23 104동 102호(도봉동, 동아에코빌아파트)"
강북구,SK어린이집,"서울특별시 강북구 솔샘로 174 104동 102호(미아동, 에스케이북한산시티아파트)"
성북구,새조양어린이집,서울특별시 성북구 정릉로38다길 6 (정릉동)
강북구,아름다운마을 어린이집,서울특별시 강북구 인수봉로55다길 13
관악구,가나어린이집,서울특별시 관악구 당곡6길 16-3 보라매동] (봉천동)
노원구,푸른아이어린이집,"서울특별시 노원구 덕릉로 459-21 121동 105호(상계동, 상계주공1차)"
성북구,도담 어린이집,"서울특별시 성북구 길음로 119 216동 101호(길음동, 대우아파트)"
노원구,아기별어린이집,"서울특별시 노원구 한글비석로 396 105동 109호(상계동, 벽산)"
성북구,푸른하늘어린이집,"서울특별시 성북구 길음로 119 205동 102호(길음동, 대우아파트)"
동대문구,미주키즈어린이집,"서울특별시 동대문구 약령시로 154 3동 105호(청량리동, 미주아파트)"
관악구,동화속에어린이집,"서울특별시 관악구 관악로 285 105동 101호(봉천동, 봉천동아1차아파트)  [성현동]"
영등포구,영길교회방과후교실어린이집,서울특별시 영등포구 신풍로11다길 18 (신길동)
도봉구,아이다움어린이집,"서울특별시 도봉구 도당로 13 102동 101호(쌍문동, 쌍문청구아파트)"
송파구,삼성아트어린이집,서울특별시 송파구 문정로 83
은평구,예뜨락어린이집,서울특별시 은평구 갈현로7길 9 1층 (역촌동)
송파구,문정키즈어린이집,서울특별시 송파구 송이로31길 32-10
강서구,해피아이어린이집,"서울특별시 강서구 양천로14길 118 102동 105호(방화동, 우림3차아파트)"
성북구,아이나라 어린이집,"서울특별시 성북구 길음로 119 220동 101호(길음동, 길음뉴타운)"
은평구,다빈치어린이집,서울 은평구 역촌1동 35-65 다빈치 어린이ㅣㅈㅂ
영등포구,콩아이어린이집,"서울특별시 영등포구 도신로4길 10 101동 101호(대림동, 현대1차아파트)"
성동구,사랑 어린이집,"서울특별시 성동구 무학로 50 107동 107호(하왕십리동, 청계벽산아파트)"
성북구,노리숲 어린이집,"서울특별시 성북구 길음로 119 220동 102호(길음동, 대우아파트)"
강서구,아이파크어린이집,"서울특별시 강서구 등촌로 163 203동 103호(등촌동, 등촌동아이파크아파트)"
강서구,아이쿨어린이집,"서울특별시 강서구 강서로 348 114동 101호(내발산동, 우장산현대홈타운아파트)"
강동구,보비어린이집,서울특별시 강동구 올림픽로62길 5-16 1층 (성내동)
성북구,영재어린이집,서울특별시 성북구 월계로36길 27 103동 103호
성북구,대림 행복한 어린이집,"서울특별시 성북구 길음로 118 407동 101호(길음동, 대림아파트)"
동작구,엘프어린이집,"서울특별시 동작구 동작대로29길 110 403동 102호(사당동, 신동아4차아파트)"
송파구,하늘나무어린이집,서울 송파구 풍납2동 396-3
강서구,아기별어린이집,"서울특별시 강서구 강서로 348 108동 101호(내발산동, 우장산현대홈타운아파트)"
서대문구,하은어린이집,"서울특별시 서대문구 세검정로 134 104동 110호(홍제동, 유원하나아파트)"
서대문구,한빛어린이집,"서울특별시 서대문구 통일로34길 43 103동 104호(홍제동, 홍제원현대아파트)"
양천구,은광어린이집,서울 양천구 신월7동 987-1 신월시영(아)1-110
서대문구,삼성한울어린이집,"서울특별시 서대문구 통일로 319 101동 102호(홍제동, 홍제삼성래미안)"
영등포구,도림방과후교실어린이집,서울특별시 영등포구 도영로 37 (도림동)
동작구,하늘어린이집,서울특별시 동작구 상도로15카길 11
마포구,우리어린이집,서울특별시 마포구 성미산로 25-6
성북구,엄마사랑어린이집,"서울특별시 성북구 길음로 118 421동 104호(길음동, 대림아파트)"
중구,다솔방과후교실,서울 중구 중림동 393-3
관악구,예진선교어린이집,서울특별시 관악구 관악로12길 9 (봉천동)  [낙성대동]
성북구,햇살가득 어린이집,"서울특별시 성북구 길음로 119 212동 103호(길음동, 대우아파트)"
성북구,베이비캐슬 어린이집,"서울특별시 성북구 길음로 118 413동 102호(길음동, 대림e-편한세상아파트)"
성북구,대우하나어린이집,"서울특별시 성북구 길음로13길 39 305동 102호(길음동, 대우아파트)"
서대문구,지혜어린이집,서울특별시 서대문구 거북골로20길 64 (북가좌동)
성북구,꿈초롱어린이집,"서울특별시 성북구 서경로 31 104동 103호(정릉동, 동아푸른아파트)"
노원구,황궁어린이집,서울 노원구 상계6동 미도아파트 단지내
종로구,창대어린이집,서울특별시 종로구 종로57길 31 (숭인동)
광진구,예나어린이집,서울특별시 광진구 영화사로5길 15 (중곡동)
성북구,예능 어린이집,"서울특별시 성북구 길음로 118 418동 102호(길음동, 길음뉴타운)"
노원구,보람자연어린이집,"서울특별시 노원구 한글비석로 479 102동 109호(상계동, 보람1단지아파트)"
노원구,꿈빛소망어린이집,"서울특별시 노원구 노원로 564 1013동 107호(상계동, 상계주공10차)"
강서구,사랑둥이어린이집,"서울특별시 강서구 강서로 348 111동 101호(내발산동, 우장산현대홈타운아파트)"
강서구,맘스베이비어린이집,서울특별시 강서구 곰달래로35길 71 선경빌라 101호 (화곡동)
강서구,키즈월드어린이집,"서울특별시 강서구 강서로 348 115동 102호(내발산동, 현대홈타운)"
중랑구,다정어린이집,"서울특별시 중랑구 공릉로2길 39 ,101동 101호(묵동, 금호어울림아파트)"
강북구,하얀어린이집,"서울특별시 강북구 한천로105길 23 114동 108호(번동, 주공1단지아파트)"
관악구,미래 어린이집,"서울특별시 관악구 미성7길 5-6 104호 (신림동,미래한건아파트)   [미성동]"
성북구,엄마꿈,서울 성북구 길음동 1281 대림e편한세상아파트 411동 102호
금천구,늘사랑어린이집,"서울특별시 금천구 시흥대로47길 43 5동 101호(시흥동, 럭키남서울아파트)"
성동구,신해맑은어린이집,서울특별시 성동구 왕십리로8길 15 (성수동1가)
송파구,중대어린이집,"서울특별시 송파구 오금로 432 9동 103호(가락동, 삼환아파트)"
구로구,행복나무어린이집,"서울특별시 구로구 새말로9길 40 (1층, 구로동)"
구로구,한울어린이집,서울특별시 구로구 구로동로8길 70-11
성북구,e-편한세상 어린이집,"서울특별시 성북구 길음로 118 418동 104호(길음동, 대림아파트)"
동작구,행복한어린이집,서울특별시 동작구 성대로3길 13 (상도동)
송파구,방이금호어린이집,서울특별시 송파구 오금로23길 47-1 빌라 101호 (방이동)
영등포구,리틀아메리카어린이집,서울 영등포구 신길3동 316-7
노원구,샘물어린이집,"서울특별시 노원구 마들로 111 19동 109호(월계동, 미륭아파트)"
광진구,착한어린이집,서울특별시 광진구 뚝섬로52다길 17 (자양동)
노원구,꿈앤아이어린이집,"서울특별시 노원구 노원로30길 74 102동 107호(상계동, 양우아파트)"
동대문구,천사나라어린이집,"서울특별시 동대문구 제기로 131 106동 103호(청량리동, 청량한2차신아파트)"
강서구,나무와열매어린이집,서울특별시 강서구 방화대로48길 40 방화2단지아파트(방화동)
서초구,텀블랜드어린이집,서울특별시 서초구 바우뫼로37길 9 (양재동)
마포구,연희어린이집,"서울특별시 마포구 연남로 30 103동 102호(연남동, 코오롱하늘채아파트)"
동대문구,한아름어린이집,서울특별시 동대문구 장안벚꽃로 167 삼성래미안2차아파트단지내 (장안동)
동대문구,함께행복한어린이집,"서울특별시 동대문구 왕산로23길 89 103동 105호(제기동, 이수브라운 스톤아파트)"
송파구,마천복지관방과후어린이집,서울특별시 송파구 마천로65길 4 (마천동)
노원구,우리어린이집,서울특별시 노원구 동일로198가길 149 (공릉1동 공릉2단지내 관리동 1층)
노원구,예꿈어린이집,"서울특별시 노원구 마들로3길 37 406동 103호(월계동, 성원아파트)"
강동구,둔촌연세어린이집,"서울특별시 강동구 동남로49길 57 12동 102호(둔촌동, 현대1차아파트)"
동대문구,엘림몬테소리어린이집,"서울특별시 동대문구 왕산로23길 89 101동 101호(제기동, 이수브라운스톤)"
노원구,미성어린이집,"서울특별시 노원구 마들로 111 15동 102호(월계동, 미성)"
영등포구,큰별어린이집,서울특별시 영등포구 신풍로 66 (신길동)
강동구,하람어린이집,서울특별시 강동구 상암로28길 23-4 2층(천호동 77-6)
구로구,큰지혜어린이집,서울 구로구 오류1동 81-129
관악구,예사랑어린이집,서울특별시 관악구 조원로16길 34 2층 (신림동)  [조원동]
마포구,동심영재어린이집,서울특별시 마포구 월드컵로31길 78 (망원동)
양천구,샘물어린이집,서울특별시 양천구 목동중앙본로5길 42 건진아빌라103호 (목동)
강남구,하모니어린이집,서울특별시 강남구 개포로22길 50 강남구 개포4동 1200-2 101호
성북구,길음빛어린이집,서울특별시 성북구 길음로 92 (길음동)
강서구,꿈빛어린이집,서울특별시 강서구 화곡로34길 13 동광빌라 101 (화곡동)
중구,LG CNS 어린이집,서울특별시 중구 소공로 48 프라임타워 2층 (회현동2가)
노원구,꿈에그린어린이집,"서울특별시 노원구 중계로 140 102동 102호(중계동, 금호타운)"
